Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units"
Jacksonville,Weekly,"2017-06-25 00:00:00",Conventional,1.360000000,180199.86,99600.41,16687.42,75.35,63836.68,33088.12,28278.56,2470.00
"Las Vegas",Weekly,"2017-06-25 00:00:00",Conventional,1.030000000,362489.51,130867.46,49034.77,6653.42,175933.86,53411.08,122522.78,0.00
"Los Angeles",Weekly,"2017-06-25 00:00:00",Conventional,0.920000000,3655667.22,1609002.40,414532.82,90801.10,1541330.90,1496630.45,696.59,44003.86
Louisville,Weekly,"2017-06-25 00:00:00",Conventional,0.970000000,114003.27,2137.42,43420.23,203.50,68242.12,20546.42,47643.48,52.22
"Miami/Ft. Lauderdale",Weekly,"2017-06-25 00:00:00",Conventional,1.430000000,539847.30,349940.70,66569.13,127.88,123209.59,51069.12,59391.58,12748.89
Midsouth,Weekly,"2017-06-25 00:00:00",Conventional,1.270000000,3147519.14,673327.18,1319522.05,27318.06,1127351.85,903265.11,187611.42,36475.32
Nashville,Weekly,"2017-06-25 00:00:00",Conventional,0.900000000,287217.67,114569.65,47014.32,60.26,125573.44,105149.34,18681.51,1742.59
"New Orleans/Mobile",Weekly,"2017-06-25 00:00:00",Conventional,1.300000000,293079.22,168867.39,19760.58,104.95,104346.30,94389.49,8091.81,1865.00
"New York",Weekly,"2017-06-25 00:00:00",Conventional,1.470000000,1521598.08,53675.18,1060721.23,3691.10,403510.57,260423.69,126518.07,16568.81
Northeast,Weekly,"2017-06-25 00:00:00",Conventional,1.540000000,4121661.30,232666.83,2909813.43,25224.18,953956.86,686928.30,215092.27,51936.29
"Northern New England",Weekly,"2017-06-25 00:00:00",Conventional,1.620000000,359321.55,8947.03,270962.51,13004.97,66407.04,28816.42,33800.62,3790.00
Orlando,Weekly,"2017-06-25 00:00:00",Conventional,1.350000000,376407.55,230886.33,38375.37,94.56,107051.29,60122.45,40833.84,6095.00
Philadelphia,Weekly,"2017-06-25 00:00:00",Conventional,1.500000000,422231.87,40402.83,268986.40,632.36,112210.28,89625.83,17872.78,4711.67
Phoenix/Tucson,Weekly,"2017-06-25 00:00:00",Conventional,0.770000000,1197422.34,551529.22,184895.41,12891.55,448106.16,239584.34,207048.21,1473.61
Pittsburgh,Weekly,"2017-06-25 00:00:00",Conventional,1.260000000,120211.37,47201.63,29968.80,1660.34,41380.60,30778.72,8391.60,2210.28
Plains,Weekly,"2017-06-25 00:00:00",Conventional,1.350000000,2035318.57,790697.35,562376.12,10764.95,671480.15,633187.99,29126.86,9165.30
Portland,Weekly,"2017-06-25 00:00:00",Conventional,0.960000000,803349.86,162934.76,169403.80,19050.31,451960.99,450916.88,634.51,409.60
Raleigh/Greensboro,Weekly,"2017-06-25 00:00:00",Conventional,1.240000000,297426.95,92985.13,87499.38,6296.21,110646.23,105884.61,1991.62,2770.00
Richmond/Norfolk,Weekly,"2017-06-25 00:00:00",Conventional,1.210000000,251831.45,70138.76,97759.86,1913.81,82019.02,71831.35,4301.84,5885.83
Roanoke,Weekly,"2017-06-25 00:00:00",Conventional,1.150000000,146132.45,28194.39,47197.86,97.07,70643.13,58834.48,9493.40,2315.25
Sacramento,Weekly,"2017-06-25 00:00:00",Conventional,1.500000000,492249.41,166509.01,261622.93,9937.63,54179.84,52113.51,561.33,1505.00
"San Diego",Weekly,"2017-06-25 00:00:00",Conventional,1.050000000,586241.71,212203.54,131972.03,19457.18,222608.96,220632.65,197.32,1778.99
"San Francisco",Weekly,"2017-06-25 00:00:00",Conventional,1.530000000,874937.71,196221.86,568576.84,18879.86,91259.15,86302.01,1532.97,3424.17
Seattle,Weekly,"2017-06-25 00:00:00",Conventional,1.170000000,680060.61,129823.78,162186.47,1038.82,387011.54,386543.60,73.92,394.02
"South Carolina",Weekly,"2017-06-25 00:00:00",Conventional,1.170000000,406520.66,190192.84,75673.79,2127.54,138526.49,87432.27,43444.22,7650.00
"South Central",Weekly,"2017-06-25 00:00:00",Conventional,0.920000000,6466429.64,3274928.07,1121983.76,16796.23,2052721.58,1518938.69,530616.80,3166.09
Southeast,Weekly,"2017-06-25 00:00:00",Conventional,1.280000000,3666944.13,2101935.63,442822.73,3465.07,1118720.70,612556.65,434645.54,71518.51
Spokane,Weekly,"2017-06-25 00:00:00",Conventional,1.120000000,103925.60,22126.81,27886.74,69.45,53842.60,53465.11,377.49,0.00
"St. Louis",Weekly,"2017-06-25 00:00:00",Conventional,1.310000000,185418.99,76172.59,13284.98,121.52,95839.90,79384.95,15959.99,494.96
Syracuse,Weekly,"2017-06-25 00:00:00",Conventional,1.480000000,58174.88,1578.30,44074.20,113.25,12409.13,9107.87,2081.26,1220.00
Tampa,Weekly,"2017-06-25 00:00:00",Conventional,1.390000000,357813.41,236685.00,45798.60,58.71,75271.10,31292.67,38658.43,5320.00
West,Weekly,"2017-06-25 00:00:00",Conventional,1.050000000,6929193.97,2401714.73,1201234.39,128253.56,3197991.29,1956121.79,1236850.44,5019.06
"West Tex/New Mexico",Weekly,"2017-06-25 00:00:00",Conventional,0.850000000,1022130.10,565529.68,82613.84,8881.62,365104.96,150840.39,214264.57,0.00
"Total U.S.",Weekly,"2017-07-02 00:00:00",Conventional,1.210000000,38010426.16,12623188.50,10988734.57,859889.81,13538613.28,10041243.95,3119708.27,377661.06
Albany,Weekly,"2017-07-02 00:00:00",Conventional,1.560000000,98282.07,2808.47,79968.24,741.19,14764.17,6549.32,6584.85,1630.00
Atlanta,Weekly,"2017-07-02 00:00:00",Conventional,1.160000000,528297.88,248095.78,56275.22,109.99,223816.89,136027.87,77103.34,10685.68
Baltimore/Washington,Weekly,"2017-07-02 00:00:00",Conventional,1.600000000,672614.37,57584.22,397714.06,6602.84,210713.25,182308.65,14659.60,13745.00
Boise,Weekly,"2017-07-02 00:00:00",Conventional,1.170000000,97408.49,41134.31,3402.67,8606.69,44264.82,44184.81,24.45,55.56
Boston,Weekly,"2017-07-02 00:00:00",Conventional,1.670000000,545128.14,6572.32,437068.51,4890.20,96597.11,88408.03,5364.08,2825.00
Buffalo/Rochester,Weekly,"2017-07-02 00:00:00",Conventional,1.340000000,144309.09,1954.36,80410.59,105.58,61838.56,55195.58,3167.98,3475.00
California,Weekly,"2017-07-02 00:00:00",Conventional,1.280000000,6607292.61,2527123.67,1942683.02,224121.48,1913364.44,1844798.20,4337.49,64228.75
Charlotte,Weekly,"2017-07-02 00:00:00",Conventional,1.360000000,224816.41,60811.83,76448.74,6627.47,80928.37,71119.63,5358.74,4450.00
Chicago,Weekly,"2017-07-02 00:00:00",Conventional,1.450000000,943746.50,128743.48,534893.06,149582.02,130527.94,128738.67,327.15,1462.12
Cincinnati/Dayton,Weekly,"2017-07-02 00:00:00",Conventional,0.790000000,336087.28,3711.44,101205.94,1278.00,229891.90,35260.34,193552.30,1079.26
Columbus,Weekly,"2017-07-02 00:00:00",Conventional,0.850000000,276442.30,109297.17,29874.64,1474.73,135795.76,119449.41,15486.41,859.94
"Dallas/Ft. Worth",Weekly,"2017-07-02 00:00:00",Conventional,0.900000000,1378563.61,637767.81,287481.13,4000.61,449314.06,445093.33,2978.22,1242.51
Denver,Weekly,"2017-07-02 00:00:00",Conventional,1.190000000,813544.33,124815.87,182812.48,25202.91,480713.07,167076.97,313376.38,259.72
Detroit,Weekly,"2017-07-02 00:00:00",Conventional,1.220000000,392513.77,65065.41,63951.02,42737.51,220759.83,183724.24,16727.64,20307.95
"Grand Rapids",Weekly,"2017-07-02 00:00:00",Conventional,1.510000000,192007.39,2073.97,71125.60,51887.02,66920.80,45887.04,4128.48,16905.28
"Great Lakes",Weekly,"2017-07-02 00:00:00",Conventional,1.180000000,4250394.01,740503.01,1423924.97,356791.68,1729174.35,1157601.31,485376.01,86197.03
Harrisburg/Scranton,Weekly,"2017-07-02 00:00:00",Conventional,1.480000000,226114.96,40997.57,111399.05,155.12,73563.22,61049.83,5973.39,6540.00
Hartford/Springfield,Weekly,"2017-07-02 00:00:00",Conventional,1.760000000,259782.83,9173.43,191483.01,549.47,58576.92,46887.32,8666.82,3022.78
Houston,Weekly,"2017-07-02 00:00:00",Conventional,0.830000000,1348652.11,559731.32,240188.70,4720.91,544011.18,276152.20,267556.20,302.78
Indianapolis,Weekly,"2017-07-02 00:00:00",Conventional,1.090000000,194572.17,8629.27,78472.44,1678.38,105792.08,54877.91,47715.79,3198.38
Jacksonville,Weekly,"2017-07-02 00:00:00",Conventional,1.410000000,189413.48,113926.84,18894.24,122.11,56470.29,31305.74,20128.72,5035.83
"Las Vegas",Weekly,"2017-07-02 00:00:00",Conventional,1.060000000,376795.81,129619.03,48964.77,8471.78,189740.23,70018.95,119721.28,0.00
"Los Angeles",Weekly,"2017-07-02 00:00:00",Conventional,1.070000000,3507155.74,1521073.33,497356.53,104452.24,1384273.64,1337890.74,411.72,45971.18
Louisville,Weekly,"2017-07-02 00:00:00",Conventional,1.020000000,113658.98,2605.69,47985.11,340.48,62727.70,23991.67,38397.78,338.25
"Miami/Ft. Lauderdale",Weekly,"2017-07-02 00:00:00",Conventional,1.440000000,627569.42,419259.34,76464.05,418.31,131427.72,49954.72,72199.67,9273.33
Midsouth,Weekly,"2017-07-02 00:00:00",Conventional,1.260000000,3218961.84,663114.75,1257956.68,30426.63,1267463.78,1026992.74,187005.45,53465.59
Nashville,Weekly,"2017-07-02 00:00:00",Conventional,0.960000000,281067.39,112545.01,39946.64,90.44,128485.30,110433.46,15456.31,2595.53
"New Orleans/Mobile",Weekly,"2017-07-02 00:00:00",Conventional,1.270000000,302052.69,177146.52,24028.95,64.00,100813.22,93220.64,4992.58,2600.00
"New York",Weekly,"2017-07-02 00:00:00",Conventional,1.720000000,1304560.72,56685.05,733184.24,3145.41,511546.02,270378.60,223986.86,17180.56
Northeast,Weekly,"2017-07-02 00:00:00",Conventional,1.630000000,4035234.26,242271.89,2580466.19,39314.57,1173181.61,762656.42,355666.02,54859.17
"Northern New England",Weekly,"2017-07-02 00:00:00",Conventional,1.570000000,432564.12,9383.70,330212.30,22416.37,70551.75,29585.42,36241.33,4725.00
Orlando,Weekly,"2017-07-02 00:00:00",Conventional,1.400000000,414176.60,247137.41,50254.80,190.22,116594.17,61248.28,45105.89,10240.00
Philadelphia,Weekly,"2017-07-02 00:00:00",Conventional,1.680000000,365488.32,38790.35,196153.79,582.20,129961.98,93672.73,31592.58,4696.67
Phoenix/Tucson,Weekly,"2017-07-02 00:00:00",Conventional,0.770000000,1224659.64,551528.30,185311.58,14893.87,472925.89,276703.90,195838.66,383.33
Pittsburgh,Weekly,"2017-07-02 00:00:00",Conventional,1.250000000,124868.74,50926.04,30335.71,1779.51,41827.48,33133.21,6770.10,1924.17
Plains,Weekly,"2017-07-02 00:00:00",Conventional,1.310000000,2223310.81,801224.73,664924.43,28132.18,729029.47,707685.17,6808.01,14536.29
Portland,Weekly,"2017-07-02 00:00:00",Conventional,0.990000000,767074.64,138050.07,193657.22,15389.61,419977.74,417909.15,1832.24,236.35
Raleigh/Greensboro,Weekly,"2017-07-02 00:00:00",Conventional,1.220000000,314536.29,95259.45,93112.35,6531.77,119632.72,112838.17,2159.55,4635.00
Richmond/Norfolk,Weekly,"2017-07-02 00:00:00",Conventional,1.210000000,257162.16,71544.84,83589.78,2458.80,99568.74,90410.02,2797.05,6361.67
Roanoke,Weekly,"2017-07-02 00:00:00",Conventional,1.130000000,156098.42,29008.07,44059.61,88.93,82941.81,75455.52,4063.51,3422.78
Sacramento,Weekly,"2017-07-02 00:00:00",Conventional,1.550000000,509256.00,157249.59,285875.16,12975.27,53155.98,50509.46,676.52,1970.00
"San Diego",Weekly,"2017-07-02 00:00:00",Conventional,1.230000000,584480.72,200562.02,165727.23,23222.54,194968.93,191413.75,47.57,3507.61
"San Francisco",Weekly,"2017-07-02 00:00:00",Conventional,1.700000000,700809.09,172013.34,420653.86,19625.31,88516.58,82113.65,1385.15,5017.78
Seattle,Weekly,"2017-07-02 00:00:00",Conventional,1.210000000,682920.51,125597.17,179521.36,840.48,376961.50,376182.03,56.47,723.00
"South Carolina",Weekly,"2017-07-02 00:00:00",Conventional,1.280000000,413263.16,179977.91,86915.73,2600.47,143769.05,94511.45,38696.11,10561.49
"South Central",Weekly,"2017-07-02 00:00:00",Conventional,0.920000000,6675892.10,3159081.46,1239433.34,25461.72,2251915.58,1790494.11,457729.03,3692.44
Southeast,Weekly,"2017-07-02 00:00:00",Conventional,1.330000000,3979264.02,2219034.51,549006.94,4778.63,1206443.94,676830.50,437058.12,92555.32
Spokane,Weekly,"2017-07-02 00:00:00",Conventional,1.200000000,102306.61,19186.14,34732.14,150.14,48238.19,48093.04,35.92,109.23
"St. Louis",Weekly,"2017-07-02 00:00:00",Conventional,1.140000000,192174.84,102625.76,9979.67,461.09,79108.32,78516.16,525.73,66.43
Syracuse,Weekly,"2017-07-02 00:00:00",Conventional,1.420000000,71770.39,1523.49,47455.14,253.64,22538.12,19118.32,2184.80,1235.00
Tampa,Weekly,"2017-07-02 00:00:00",Conventional,1.450000000,407584.72,258323.53,61821.63,235.54,87204.02,23812.96,55106.06,8285.00
West,Weekly,"2017-07-02 00:00:00",Conventional,1.070000000,7020076.49,2270834.48,1330339.00,150862.92,3268040.09,2074185.51,1185728.10,8126.48
"West Tex/New Mexico",Weekly,"2017-07-02 00:00:00",Conventional,0.860000000,1023584.42,541032.20,87497.90,10276.33,384777.99,168553.29,216224.70,0.00
"Total U.S.",Weekly,"2017-07-09 00:00:00",Conventional,1.170000000,39367336.18,13009944.14,11031218.25,821964.42,14504209.37,11112405.61,3018280.29,373523.47
Albany,Weekly,"2017-07-09 00:00:00",Conventional,1.520000000,101331.41,2899.46,81929.02,494.51,16008.42,8213.25,5210.17,2585.00
Atlanta,Weekly,"2017-07-09 00:00:00",Conventional,1.190000000,507337.70,233475.62,57935.64,442.12,215484.32,138657.24,69372.08,7455.00
Baltimore/Washington,Weekly,"2017-07-09 00:00:00",Conventional,1.640000000,701869.50,64096.37,448758.20,6202.11,182812.82,170309.91,3724.85,8778.06
Boise,Weekly,"2017-07-09 00:00:00",Conventional,0.980000000,125786.14,47772.28,3135.19,7817.34,67061.33,66747.70,308.71,4.92
Boston,Weekly,"2017-07-09 00:00:00",Conventional,1.690000000,560021.69,8735.91,464670.36,3962.90,82652.52,75760.19,4052.33,2840.00
Buffalo/Rochester,Weekly,"2017-07-09 00:00:00",Conventional,1.310000000,166851.73,2075.70,80022.52,55.72,84697.79,78261.38,641.41,5795.00
California,Weekly,"2017-07-09 00:00:00",Conventional,1.280000000,6499668.48,2634902.26,1818682.87,207945.39,1838137.96,1767976.83,5214.88,64946.25
Charlotte,Weekly,"2017-07-09 00:00:00",Conventional,1.320000000,222027.09,62331.48,70720.40,6490.52,82484.69,73227.42,4767.27,4490.00
Chicago,Weekly,"2017-07-09 00:00:00",Conventional,1.540000000,880107.48,82890.07,504037.61,168507.26,124672.54,122061.96,658.36,1952.22
Cincinnati/Dayton,Weekly,"2017-07-09 00:00:00",Conventional,1.090000000,255253.55,3260.92,95015.46,1259.09,155718.08,38542.84,116563.71,611.53
Columbus,Weekly,"2017-07-09 00:00:00",Conventional,0.950000000,240071.43,94170.47,28458.64,1949.27,115493.05,92651.49,22633.91,207.65
"Dallas/Ft. Worth",Weekly,"2017-07-09 00:00:00",Conventional,0.840000000,1514500.00,675094.64,287850.86,3155.06,548399.44,542368.85,3088.55,2942.04
Denver,Weekly,"2017-07-09 00:00:00",Conventional,1.110000000,951407.12,164106.61,267690.26,16221.33,503388.92,192191.48,309207.68,1989.76
Detroit,Weekly,"2017-07-09 00:00:00",Conventional,0.990000000,502774.82,119584.90,56064.04,43719.76,283406.12,232206.09,28983.01,22217.02
"Grand Rapids",Weekly,"2017-07-09 00:00:00",Conventional,1.430000000,178186.11,2225.40,71380.42,47480.65,57099.64,38785.00,3403.65,14910.99
"Great Lakes",Weekly,"2017-07-09 00:00:00",Conventional,1.200000000,4104371.46,695313.32,1385858.46,373472.43,1649727.25,1093507.57,476444.72,79774.96
Harrisburg/Scranton,Weekly,"2017-07-09 00:00:00",Conventional,1.470000000,237446.62,41065.78,129466.37,176.98,66737.49,49614.54,8987.95,8135.00
Hartford/Springfield,Weekly,"2017-07-09 00:00:00",Conventional,1.720000000,273059.91,10848.33,198967.11,142.40,63102.07,56481.05,3381.02,3240.00
Houston,Weekly,"2017-07-09 00:00:00",Conventional,0.780000000,1513596.50,565234.20,223073.67,3020.20,722268.43,334967.14,387301.29,0.00
Indianapolis,Weekly,"2017-07-09 00:00:00",Conventional,1.080000000,209047.97,8754.14,85278.67,1835.09,113180.07,51238.22,59538.32,2403.53
Jacksonville,Weekly,"2017-07-09 00:00:00",Conventional,1.420000000,161864.64,98757.83,14132.78,46.02,48928.01,28914.04,16267.58,3746.39
"Las Vegas",Weekly,"2017-07-09 00:00:00",Conventional,0.990000000,399827.40,138190.07,54694.89,7591.71,199350.73,75039.55,124311.18,0.00
"Los Angeles",Weekly,"2017-07-09 00:00:00",Conventional,1.120000000,3382974.98,1520215.45,437585.10,87693.03,1337481.40,1285980.32,788.55,50712.53
Louisville,Weekly,"2017-07-09 00:00:00",Conventional,1.010000000,124946.18,2696.41,45861.16,209.51,76179.10,22207.37,53245.65,726.08
"Miami/Ft. Lauderdale",Weekly,"2017-07-09 00:00:00",Conventional,1.430000000,550195.13,371243.58,67379.10,239.94,111332.51,44355.87,55317.47,11659.17
Midsouth,Weekly,"2017-07-09 00:00:00",Conventional,1.290000000,3173372.45,643600.31,1287442.95,27337.20,1214991.99,969121.67,191301.87,54568.45
Nashville,Weekly,"2017-07-09 00:00:00",Conventional,0.990000000,267296.70,101167.78,35679.18,109.54,130340.20,105530.95,22029.25,2780.00
"New Orleans/Mobile",Weekly,"2017-07-09 00:00:00",Conventional,1.260000000,267928.19,156935.51,23221.13,28.96,87742.59,80324.72,5261.20,2156.67
"New York",Weekly,"2017-07-09 00:00:00",Conventional,1.630000000,1442667.56,82965.35,800414.02,3563.36,555724.83,494674.05,42918.63,18132.15
Northeast,Weekly,"2017-07-09 00:00:00",Conventional,1.580000000,4406341.73,289590.47,2850917.36,25597.43,1240236.47,1034138.98,140035.79,66061.70
"Northern New England",Weekly,"2017-07-09 00:00:00",Conventional,1.480000000,486214.04,12466.36,397668.16,11922.66,64156.86,22095.26,36856.60,5205.00
Orlando,Weekly,"2017-07-09 00:00:00",Conventional,1.400000000,343076.46,207541.44,33999.04,126.06,101409.92,58274.75,31959.89,11175.28
Philadelphia,Weekly,"2017-07-09 00:00:00",Conventional,1.590000000,406120.55,44522.78,225551.84,494.66,135551.27,111684.04,18000.56,5866.67
Phoenix/Tucson,Weekly,"2017-07-09 00:00:00",Conventional,0.750000000,1347858.68,568223.72,232289.27,12866.51,534479.18,321383.07,213096.11,0.00
Pittsburgh,Weekly,"2017-07-09 00:00:00",Conventional,1.250000000,116575.48,45339.50,30916.91,1471.62,38847.45,30093.41,6444.04,2310.00
Plains,Weekly,"2017-07-09 00:00:00",Conventional,1.320000000,2106705.01,785869.03,554318.38,45371.29,721146.31,710273.40,5457.82,5415.09
Portland,Weekly,"2017-07-09 00:00:00",Conventional,0.700000000,1136070.26,228987.68,231828.52,13755.65,661498.41,656040.89,5097.49,360.03
Raleigh/Greensboro,Weekly,"2017-07-09 00:00:00",Conventional,1.250000000,309542.11,92214.73,91091.46,5985.39,120250.53,113413.21,1835.65,5001.67
Richmond/Norfolk,Weekly,"2017-07-09 00:00:00",Conventional,1.190000000,257780.31,71681.98,84932.95,2084.36,99081.02,89396.86,2634.16,7050.00
Roanoke,Weekly,"2017-07-09 00:00:00",Conventional,1.110000000,157797.53,29283.77,43863.90,232.79,84417.07,78578.39,2538.68,3300.00
Sacramento,Weekly,"2017-07-09 00:00:00",Conventional,1.440000000,505422.37,174813.37,267561.36,13473.26,49574.38,46835.01,669.37,2070.00
"San Diego",Weekly,"2017-07-09 00:00:00",Conventional,1.210000000,575413.33,216297.72,151179.81,16976.57,190959.23,187255.57,150.33,3553.33
"San Francisco",Weekly,"2017-07-09 00:00:00",Conventional,1.690000000,715078.15,194695.25,421757.61,25793.30,72831.99,68952.89,1248.27,2630.83
Seattle,Weekly,"2017-07-09 00:00:00",Conventional,1.000000000,905064.30,186651.37,182881.10,1023.68,534508.15,534148.07,34.70,325.38
"South Carolina",Weekly,"2017-07-09 00:00:00",Conventional,1.240000000,380517.93,171133.29,76166.58,2472.14,130745.92,94038.84,26927.08,9780.00
"South Central",Weekly,"2017-07-09 00:00:00",Conventional,0.860000000,7194967.49,3208920.88,1183761.98,19559.17,2782725.46,2120458.99,656778.35,5488.12
Southeast,Weekly,"2017-07-09 00:00:00",Conventional,1.320000000,3491991.63,1930025.72,485914.34,4529.63,1071521.94,636669.38,342065.06,92787.50
Spokane,Weekly,"2017-07-09 00:00:00",Conventional,0.970000000,128455.05,26682.90,32986.26,119.07,68666.82,68576.38,46.14,44.30
"St. Louis",Weekly,"2017-07-09 00:00:00",Conventional,1.260000000,214965.37,107971.62,10695.31,123.97,96174.47,94133.65,2005.56,35.26
Syracuse,Weekly,"2017-07-09 00:00:00",Conventional,1.380000000,77529.57,1001.92,45176.42,381.60,30969.63,26802.91,1161.72,3005.00
Tampa,Weekly,"2017-07-09 00:00:00",Conventional,1.450000000,323653.24,211134.84,42947.50,137.48,69433.42,21337.25,37338.39,10757.78
West,Weekly,"2017-07-09 00:00:00",Conventional,0.950000000,8389918.04,2821722.16,1464321.92,118151.88,3985722.08,2780258.77,1200981.90,4481.41
"West Tex/New Mexico",Weekly,"2017-07-09 00:00:00",Conventional,0.840000000,1083015.10,549857.13,109308.70,8436.06,415413.21,192156.83,223256.38,0.00
"Total U.S.",Weekly,"2017-07-16 00:00:00",Conventional,1.330000000,32455047.11,11155465.90,11202844.97,756103.12,9340633.12,6514899.46,2499385.51,326348.15
Albany,Weekly,"2017-07-16 00:00:00",Conventional,1.390000000,102461.61,2468.78,86707.66,2546.08,10739.09,4950.13,4788.96,1000.00
